ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
300395.SZ,20260424,20260331,邓家贵,36836666.0,7.0532,7.187,-2494508.0,自然人
300395.SZ,20260424,20260331,北京汇宝金源投资管理中心(有限合伙),31050000.0,5.9452,6.058,0.0,投资公司
300395.SZ,20260424,20260331,吴学民,31019689.0,5.9394,6.0521,-2490900.0,自然人
300395.SZ,20260424,20260331,香港中央结算有限公司,6817911.0,1.3054,1.3302,-738134.0,一般企业
300395.SZ,20260424,20260331,中国工商银行股份有限公司-华夏军工安全灵活配置混合型证券投资基金,6665122.0,1.2762,1.3004,,开放式投资基金
300395.SZ,20260424,20260331,广发基金管理有限公司-社保基金四二零组合,5903724.0,1.1304,1.1518,-2967708.0,社保基金、社保机构
300395.SZ,20260424,20260331,全国社保基金一一五组合,5637766.0,1.0795,1.1,-317183.0,社保基金、社保机构
300395.SZ,20260424,20260331,胡国华,5385658.0,1.0312,1.0508,119481.0,自然人
300395.SZ,20260424,20260331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,4110929.0,0.7871,0.8021,-3946122.0,开放式投资基金
300395.SZ,20260424,20260331,彭炜翔,3852286.0,0.7376,0.7516,,自然人
300395.SZ,20260424,20251231,胡国华,5266177.0,1.0083,1.0295,-598722.0,自然人
300395.SZ,20251024,20250930,邓家贵,39331174.0,7.5308,7.6662,0.0,自然人
300395.SZ,20251024,20250930,北京汇宝金源投资管理中心(有限合伙),31050000.0,5.9452,6.0521,0.0,投资公司
300395.SZ,20251024,20250930,胡国华,5864899.0,1.123,1.1432,-1386349.0,自然人
300395.SZ,20251024,20250930,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,4760296.0,0.9115,0.9279,-5285399.0,保险投资组合
300395.SZ,20251024,20250930,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,6108480.0,1.1696,1.1906,,开放式投资基金
300395.SZ,20251024,20250930,广发基金管理有限公司-社保基金四二零组合,8871432.0,1.6986,1.7292,-1809900.0,社保基金、社保机构
300395.SZ,20251024,20250930,香港中央结算有限公司,10745667.0,2.0575,2.0945,,一般企业
300395.SZ,20251024,20250930,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,9058062.0,1.7344,1.7656,-1520101.0,开放式投资基金
300395.SZ,20251024,20250930,中国农业银行股份有限公司-南方军工改革灵活配置混合型证券投资基金,6023703.0,1.1534,1.1741,-4064535.0,开放式投资基金
300395.SZ,20251024,20250930,吴学民,33510589.0,6.4164,6.5317,0.0,自然人
300395.SZ,20250426,20250331,邓家贵,39331174.0,7.5308,7.6663,0.0,自然人
300395.SZ,20250426,20250331,吴学民,33510589.0,6.4164,6.5317,0.0,自然人
300395.SZ,20250426,20250331,北京汇宝金源投资管理中心(有限合伙),31050000.0,5.9452,6.0521,0.0,投资公司
300395.SZ,20250426,20250331,广发基金管理有限公司-社保基金四二零组合,11699032.0,2.24,2.2803,-1982600.0,社保基金、社保机构
300395.SZ,20250426,20250331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,10856232.0,2.0787,2.116,-862288.0,开放式投资基金
300395.SZ,20250426,20250331,中国农业银行股份有限公司-南方军工改革灵活配置混合型证券投资基金,10088238.0,1.9316,1.9664,1264500.0,开放式投资基金
300395.SZ,20250426,20250331,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,8742264.0,1.6739,1.704,60700.0,保险投资组合
300395.SZ,20250426,20250331,瑞众人寿保险有限责任公司-自有资金,7646062.0,1.464,1.4903,,金融机构—保险公司
300395.SZ,20250426,20250331,胡国华,7337148.0,1.4049,1.4301,-396000.0,自然人
300395.SZ,20250426,20250331,中国工商银行股份有限公司-华夏军工安全灵活配置混合型证券投资基金,7059782.0,1.3518,1.3761,-494900.0,开放式投资基金
300395.SZ,20250422,20241231,邓家贵,39331174.0,7.5308,7.6663,0.0,自然人
300395.SZ,20250422,20241231,吴学民,33510589.0,6.4164,6.5317,240000.0,自然人
300395.SZ,20250422,20241231,北京汇宝金源投资管理中心(有限合伙),31050000.0,5.9452,6.0521,0.0,投资公司
300395.SZ,20250422,20241231,广发基金管理有限公司-社保基金四二零组合,13681632.0,2.6197,2.6668,0.0,社保基金、社保机构
300395.SZ,20250422,20241231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,11718520.0,2.2438,2.2841,-43758.0,开放式投资基金
300395.SZ,20250422,20241231,中国农业银行股份有限公司-南方军工改革灵活配置混合型证券投资基金,8823738.0,1.6895,1.7199,-242500.0,开放式投资基金
300395.SZ,20250422,20241231,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,8681564.0,1.6623,1.6922,,保险投资组合
300395.SZ,20250422,20241231,胡国华,7733148.0,1.4807,1.5073,,自然人
300395.SZ,20250422,20241231,中国工商银行股份有限公司-华夏军工安全灵活配置混合型证券投资基金,7554682.0,1.4465,1.4725,-516400.0,开放式投资基金
300395.SZ,20250422,20241231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,7345380.0,1.4064,1.4317,-2135400.0,开放式投资基金
