ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
300346.SZ,20250403,20241231,张兴国,8976630.0,1.5585,1.6407,0.0,自然人
300346.SZ,20250403,20241231,沈洁,56136136.0,9.7465,10.2601,0.0,自然人
300346.SZ,20250403,20241231,南京大学资本运营有限公司,19090016.0,3.3144,3.4891,-3450000.0,资产管理公司
300346.SZ,20250403,20241231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,13462413.0,2.3374,2.4606,,开放式投资基金
300346.SZ,20250403,20241231,北京宏裕融基创业投资中心(有限合伙),11274315.0,1.9575,2.0606,0.0,风险投资公司
300346.SZ,20250403,20241231,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,6461380.0,1.1218,1.181,-1902698.0,开放式投资基金
300346.SZ,20250403,20241231,中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金,5604050.0,0.973,1.0243,,开放式投资基金
300346.SZ,20250403,20241231,孙祥祯,5466718.0,0.9491,0.9992,-500000.0,自然人
300346.SZ,20250403,20241231,上海同华创业投资股份有限公司,4861531.0,0.8441,0.8886,-456900.0,风险投资公司
300346.SZ,20250403,20241231,香港中央结算有限公司,4853943.0,0.8428,0.8872,-725243.0,一般企业
300346.SZ,20241030,20240930,张兴国,8976630.0,1.6527,1.7486,0.0,自然人
