ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
300346.SZ,20260424,20260331,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,15710862.0,2.2731,2.395,7774690.0,开放式投资基金
300346.SZ,20260424,20260331,北京宏裕融基创业投资中心(有限合伙),13529178.0,1.9575,2.0624,0.0,风险投资公司
300346.SZ,20260424,20260331,香港中央结算有限公司,12325170.0,1.7833,1.8789,5728246.0,一般企业
300346.SZ,20260424,20260331,张兴国,9044071.0,1.3085,1.3787,,自然人
300346.SZ,20260424,20260331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,5758433.0,0.8332,0.8778,-5521989.0,开放式投资基金
300346.SZ,20260424,20260331,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,5140621.0,0.7438,0.7836,-4922261.0,开放式投资基金
300346.SZ,20260424,20260331,上海同华创业投资股份有限公司,4628100.0,0.6696,0.7055,-526000.0,风险投资公司
300346.SZ,20260424,20260331,国泰海通证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,4394405.0,0.6358,0.6699,90396.0,开放式投资基金
300346.SZ,20260424,20260331,沈洁,67363364.0,9.7465,10.269,0.0,自然人
300346.SZ,20260424,20260331,南京大学资本运营有限公司,16817923.0,2.4333,2.5637,-90000.0,资产管理公司
300346.SZ,20260410,20251231,沈洁,67363364.0,9.7465,10.269,0.0,自然人
300346.SZ,20260410,20251231,南京大学资本运营有限公司,16907923.0,2.4463,2.5775,-1566000.0,资产管理公司
300346.SZ,20260410,20251231,北京宏裕融基创业投资中心(有限合伙),13529178.0,1.9575,2.0624,0.0,风险投资公司
300346.SZ,20260410,20251231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,11280422.0,1.6321,1.7196,-1220965.0,开放式投资基金
300346.SZ,20260410,20251231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,10062882.0,1.4559,1.534,2200.0,开放式投资基金
300346.SZ,20260410,20251231,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,7936172.0,1.1482,1.2098,665801.0,开放式投资基金
300346.SZ,20260410,20251231,香港中央结算有限公司,6596924.0,0.9545,1.0056,2483475.0,一般企业
300346.SZ,20260410,20251231,上海同华创业投资股份有限公司,5154100.0,0.7457,0.7857,-542100.0,风险投资公司
300346.SZ,20260410,20251231,罗信,4822600.0,0.6978,0.7352,,自然人
300346.SZ,20260410,20251231,国泰海通证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,4304009.0,0.6227,0.6561,-421033.0,开放式投资基金
300346.SZ,20251029,20250930,沈洁,67363364.0,9.7465,10.2602,0.0,自然人
300346.SZ,20251029,20250930,北京宏裕融基创业投资中心(有限合伙),13529178.0,1.9575,2.0606,0.0,风险投资公司
300346.SZ,20251029,20250930,南京大学资本运营有限公司,18473923.0,2.6729,2.8138,-4434096.0,资产管理公司
300346.SZ,20251029,20250930,孙祥祯,4091882.0,0.592,0.6232,-2522180.0,自然人
300346.SZ,20251029,20250930,国泰海通证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,4725042.0,0.6836,0.7197,-2609178.0,开放式投资基金
300346.SZ,20251029,20250930,上海同华创业投资股份有限公司,5696200.0,0.8242,0.8676,-137637.0,风险投资公司
300346.SZ,20251029,20250930,香港中央结算有限公司,4113449.0,0.5952,0.6265,,一般企业
300346.SZ,20251029,20250930,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,7270371.0,1.0519,1.1074,,开放式投资基金
300346.SZ,20251029,20250930,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,10060682.0,1.4556,1.5324,-207200.0,开放式投资基金
300346.SZ,20251029,20250930,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,12501387.0,1.8088,1.9041,-2101121.0,开放式投资基金
300346.SZ,20250827,20250630,张兴国,10771956.0,1.5585,1.6407,1795326.0,自然人
300346.SZ,20250426,20250331,张兴国,8976630.0,1.5585,1.6407,0.0,自然人
300346.SZ,20250426,20250331,南京大学资本运营有限公司,19090016.0,3.3144,3.4891,0.0,资产管理公司
300346.SZ,20250426,20250331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,12479182.0,2.1667,2.2809,-983231.0,开放式投资基金
300346.SZ,20250426,20250331,北京宏裕融基创业投资中心(有限合伙),11274315.0,1.9575,2.0606,0.0,风险投资公司
300346.SZ,20250426,20250331,孙祥祯,5511718.0,0.957,1.0074,45000.0,自然人
