ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
300604.SZ,20260425,20260331,赵轶,35390549.0,5.5784,7.2304,0.0,自然人
300604.SZ,20260425,20260331,香港中央结算有限公司,22005652.0,3.4686,4.4958,137290.0,一般企业
300604.SZ,20260425,20260331,杭州长川投资管理合伙企业(有限合伙),14370188.0,2.2651,2.9359,-4527400.0,投资公司
300604.SZ,20260425,20260331,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,10118042.0,1.5949,2.0671,4979989.0,开放式投资基金
300604.SZ,20260425,20260331,国家集成电路产业投资基金股份有限公司,8652300.0,1.3638,1.7677,-9515954.0,风险投资公司
300604.SZ,20260425,20260331,钟锋浩,7201324.0,1.1351,1.4712,-971578.0,自然人
300604.SZ,20260425,20260331,韩笑,5000000.0,0.7881,1.0215,-100000.0,自然人
300604.SZ,20260425,20260331,交通银行股份有限公司-易方达竞争优势企业混合型证券投资基金,4623142.0,0.7287,0.9445,,开放式投资基金
300604.SZ,20260425,20260331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,4442059.0,0.7002,0.9075,-3850163.0,开放式投资基金
300604.SZ,20260425,20260331,孙峰,4202049.0,0.6623,0.8585,,自然人
300604.SZ,20260425,20251231,赵轶,35390549.0,5.5786,7.2306,0.0,自然人
300604.SZ,20260425,20251231,香港中央结算有限公司,21868362.0,3.4471,4.4679,11899845.0,一般企业
300604.SZ,20260425,20251231,杭州长川投资管理合伙企业(有限合伙),18897588.0,2.9788,3.8609,-7441000.0,投资公司
300604.SZ,20260425,20251231,国家集成电路产业投资基金股份有限公司,18168254.0,2.8638,3.7119,0.0,风险投资公司
300604.SZ,20260425,20251231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,8292222.0,1.3071,1.6942,-660354.0,开放式投资基金
300604.SZ,20260425,20251231,钟锋浩,8172902.0,1.2883,1.6698,0.0,自然人
300604.SZ,20260425,20251231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,6673169.0,1.0519,1.3634,122525.0,开放式投资基金
300604.SZ,20260425,20251231,平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划,5168992.0,0.8148,1.0561,,基金专户理财
300604.SZ,20260425,20251231,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,5138053.0,0.8099,1.0497,,开放式投资基金
300604.SZ,20260425,20251231,韩笑,5100000.0,0.8039,1.042,-375000.0,自然人
300604.SZ,20251030,20250930,钟锋浩,8172902.0,1.2963,1.6832,0.0,自然人
300604.SZ,20251030,20250930,赵轶,35390549.0,5.6134,7.2886,0.0,自然人
300604.SZ,20251030,20250930,康新明,9172581.0,1.4549,1.8891,,自然人
300604.SZ,20251030,20250930,国家集成电路产业投资基金股份有限公司,18168254.0,2.8817,3.7417,-6304629.0,风险投资公司
300604.SZ,20251030,20250930,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,8952576.0,1.42,1.8438,-1503885.0,开放式投资基金
300604.SZ,20251030,20250930,杭州长川投资管理合伙企业(有限合伙),26338588.0,4.1776,5.4244,-11219977.0,投资公司
300604.SZ,20251030,20250930,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,6550644.0,1.039,1.3491,40500.0,开放式投资基金
300604.SZ,20251030,20250930,王秀铅,9237195.0,1.4651,1.9024,,自然人
300604.SZ,20251030,20250930,香港中央结算有限公司,9968517.0,1.5811,2.053,-6154990.0,一般企业
300604.SZ,20251030,20250930,韩笑,5475000.0,0.8684,1.1276,-5768552.0,自然人
300604.SZ,20250722,20250630,国家集成电路产业投资基金股份有限公司,24472883.0,3.8817,5.0401,0.0,风险投资公司
300604.SZ,20250722,20250630,香港中央结算有限公司,16123507.0,2.5574,3.3206,11104889.0,一般企业
300604.SZ,20250722,20250630,韩笑,11243552.0,1.7834,2.3156,-535500.0,自然人
300604.SZ,20250722,20250630,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,6510144.0,1.0326,1.3407,844196.0,开放式投资基金
300604.SZ,20250722,20250630,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,4681068.0,0.7425,0.9641,472700.0,开放式投资基金
300604.SZ,20250722,20250630,赵轶,35390549.0,5.6134,7.2886,0.0,自然人
300604.SZ,20250722,20250630,钟锋浩,8172902.0,1.2963,1.6832,0.0,自然人
300604.SZ,20250722,20250630,孙峰,4202049.0,0.6665,0.8654,0.0,自然人
300604.SZ,20250429,20250331,杭州长川投资管理合伙企业(有限合伙),37558565.0,5.9573,7.7261,0.0,投资公司
300604.SZ,20250429,20250331,国家集成电路产业投资基金股份有限公司,24472883.0,3.8817,5.0343,0.0,风险投资公司
300604.SZ,20250429,20250331,韩笑,11779052.0,1.8683,2.423,,自然人
300604.SZ,20250429,20250331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,10431262.0,1.6545,2.1458,-715430.0,开放式投资基金
300604.SZ,20250429,20250331,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,5665948.0,0.8987,1.1655,-501100.0,开放式投资基金
300604.SZ,20250429,20250331,香港中央结算有限公司,5018618.0,0.796,1.0324,320304.0,一般企业
300604.SZ,20250429,20250331,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,4208368.0,0.6675,0.8657,-717500.0,开放式投资基金
300604.SZ,20250429,20250331,赵轶,35390549.0,5.6134,7.2801,0.0,自然人
300604.SZ,20250429,20250331,孙峰,4202049.0,0.6665,0.8644,106400.0,自然人
300604.SZ,20250429,20250331,钟锋浩,8172902.0,1.2963,1.6812,0.0,自然人
300604.SZ,20250429,20241231,杭州长川投资管理合伙企业(有限合伙),37558565.0,5.9923,7.9799,0.0,投资公司
300604.SZ,20250429,20241231,国家集成电路产业投资基金股份有限公司,24472883.0,3.9045,5.1996,0.0,风险投资公司
300604.SZ,20250429,20241231,中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金,4635499.0,0.7396,0.9849,,开放式投资基金
300604.SZ,20250429,20241231,赵轶,35390549.0,5.6464,7.5193,0.0,自然人
300604.SZ,20250429,20241231,钟锋浩,8172902.0,1.3039,1.7365,0.0,自然人
300604.SZ,20250429,20241231,孙峰,4095649.0,0.6534,0.8702,,自然人
300604.SZ,20250429,20241231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,11146692.0,1.7784,2.3683,-46289.0,开放式投资基金
300604.SZ,20250429,20241231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,6167048.0,0.9839,1.3103,-411700.0,开放式投资基金
300604.SZ,20250429,20241231,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,4925868.0,0.7859,1.0466,-867276.0,开放式投资基金
300604.SZ,20250429,20241231,香港中央结算有限公司,4698314.0,0.7496,0.9982,-1996544.0,一般企业
300604.SZ,20241024,20240930,赵轶,35390549.0,5.6464,7.5194,0.0,自然人
300604.SZ,20241024,20240930,钟锋浩,8172902.0,1.3039,1.7365,0.0,自然人
300604.SZ,20241024,20240930,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,5793144.0,0.9243,1.2309,582805.0,开放式投资基金
300604.SZ,20241024,20240930,中国工商银行股份有限公司-金信稳健策略灵活配置混合型发起式证券投资基金,5000000.0,0.7977,1.0623,-110000.0,开放式投资基金
