ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
688017.SH,20260423,20260331,左昱昱,31711794.0,17.2976,17.2976,0.0,自然人
688017.SH,20260423,20260331,左晶,31707522.0,17.2953,17.2953,0.0,自然人
688017.SH,20260423,20260331,香港中央结算有限公司,9193694.0,5.0148,5.0148,572446.0,一般企业
688017.SH,20260423,20260331,中国建设银行股份有限公司-易方达国证机器人产业交易型开放式指数证券投资基金,4651328.0,2.5371,2.5371,209070.0,开放式投资基金
688017.SH,20260423,20260331,兴业银行股份有限公司-华夏中证机器人交易型开放式指数证券投资基金,3524235.0,1.9223,1.9223,-492371.0,开放式投资基金
688017.SH,20260423,20260331,孙雪珍,3402786.0,1.856,1.8561,-611314.0,自然人
688017.SH,20260423,20260331,先进制造产业投资基金(有限合伙),2575940.0,1.405,1.4051,-1599272.0,风险投资公司
688017.SH,20260423,20260331,交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF),2500000.0,1.3636,1.3637,-500000.0,开放式投资基金
688017.SH,20260423,20260331,李谦,1550044.0,0.8454,0.8455,,自然人
688017.SH,20260423,20260331,国器元禾私募基金管理有限公司-工业母机产业投资基金(有限合伙),1431492.0,0.7808,0.7808,,风险投资公司
688017.SH,20260423,20251231,左昱昱,31711794.0,17.2976,17.2976,0.0,自然人
688017.SH,20260423,20251231,左晶,31707522.0,17.2953,17.2953,0.0,自然人
688017.SH,20260423,20251231,香港中央结算有限公司,8621248.0,4.7025,4.7026,-339604.0,一般企业
688017.SH,20260423,20251231,中国建设银行股份有限公司-易方达国证机器人产业交易型开放式指数证券投资基金,4442258.0,2.423,2.4231,847171.0,开放式投资基金
688017.SH,20260423,20251231,先进制造产业投资基金(有限合伙),4175212.0,2.2774,2.2774,-1542542.0,风险投资公司
688017.SH,20260423,20251231,兴业银行股份有限公司-华夏中证机器人交易型开放式指数证券投资基金,4016606.0,2.1909,2.1909,989712.0,开放式投资基金
688017.SH,20260423,20251231,孙雪珍,4014100.0,2.1895,2.1895,-202630.0,自然人
688017.SH,20260423,20251231,交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF),3000000.0,1.6363,1.6364,0.0,开放式投资基金
688017.SH,20260423,20251231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1843149.0,1.0053,1.0054,228011.0,开放式投资基金
688017.SH,20260423,20251231,国泰海通证券股份有限公司-天弘中证机器人交易型开放式指数证券投资基金,1681338.0,0.9171,0.9171,,开放式投资基金
688017.SH,20251031,20250930,香港中央结算有限公司,8960852.0,4.8878,4.8878,4953545.0,一般企业
688017.SH,20251031,20250930,先进制造产业投资基金(有限合伙),5717754.0,3.1188,3.1188,-2133537.0,风险投资公司
688017.SH,20251031,20250930,孙雪珍,4216730.0,2.3,2.3001,-697521.0,自然人
688017.SH,20251031,20250930,交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF),3000000.0,1.6363,1.6364,-1000000.0,开放式投资基金
688017.SH,20251031,20250930,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1615138.0,0.8809,0.881,-34830.0,开放式投资基金
688017.SH,20250816,20250630,孙雪珍,4914251.0,2.6822,2.9119,20000.0,自然人
688017.SH,20250816,20250630,香港中央结算有限公司,4007307.0,2.1872,2.3745,-1225274.0,一般企业
688017.SH,20250430,20250331,张建成,1650023.0,0.9006,0.9777,,自然人
688017.SH,20250430,20250331,兴业银行股份有限公司-华夏中证机器人交易型开放式指数证券投资基金,2020263.0,1.1026,1.1971,,开放式投资基金
688017.SH,20250430,20250331,招商银行股份有限公司-鹏华碳中和主题混合型证券投资基金,2656921.0,1.4501,1.5743,,开放式投资基金
688017.SH,20250430,20250331,交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF),4000000.0,2.1832,2.3702,-1000000.0,开放式投资基金
688017.SH,20250430,20250331,孙雪珍,4894251.0,2.6713,2.9001,-140000.0,自然人
688017.SH,20250430,20250331,香港中央结算有限公司,5232581.0,2.856,3.1005,3550347.0,一般企业
688017.SH,20250430,20250331,先进制造产业投资基金(有限合伙),7851291.0,4.2853,4.6522,0.0,风险投资公司
688017.SH,20250430,20250331,左晶,34452637.0,18.8047,20.4147,0.0,自然人
688017.SH,20241030,20240930,左晶,34452637.0,20.4146,20.4147,70000.0,自然人
688017.SH,20241030,20240930,孙雪珍,5034251.0,2.983,2.983,-190000.0,自然人
688017.SH,20241030,20240930,中国银行股份有限公司-招商优势企业灵活配置混合型证券投资基金,2100000.0,1.2443,1.2443,250000.0,开放式投资基金
688017.SH,20241030,20240930,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1590855.0,0.9426,0.9427,,开放式投资基金
