ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
688072.SH,20260428,20260331,国家集成电路产业投资基金股份有限公司,46591776.0,16.5017,16.5017,-5674917.0,风险投资公司
688072.SH,20260428,20260331,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),37888000.0,13.419,13.419,0.0,风险投资公司
688072.SH,20260428,20260331,中微半导体设备(上海)股份有限公司,19115337.0,6.7702,6.7702,-1400968.0,一般企业
688072.SH,20260428,20260331,香港中央结算有限公司,12054668.0,4.2694,4.2695,4423763.0,一般企业
688072.SH,20260428,20260331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,5833689.0,2.0661,2.0662,-754653.0,开放式投资基金
688072.SH,20260428,20260331,中国科学院沈阳科学仪器股份有限公司,4285398.0,1.5177,1.5178,0.0,一般企业
688072.SH,20260428,20260331,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,3844562.0,1.3616,1.3617,,开放式投资基金
688072.SH,20260428,20260331,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,3538567.0,1.2532,1.2533,-296404.0,开放式投资基金
688072.SH,20260428,20260331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,3178275.0,1.1256,1.1257,-2990281.0,开放式投资基金
688072.SH,20260428,20260331,中国农业银行股份有限公司-东方人工智能主题混合型证券投资基金,2596036.0,0.9194,0.9195,,开放式投资基金
688072.SH,20260428,20251231,国家集成电路产业投资基金股份有限公司,52266693.0,18.5894,18.5894,-2760000.0,风险投资公司
688072.SH,20260428,20251231,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),37888000.0,13.4754,13.4754,0.0,风险投资公司
688072.SH,20260428,20251231,中微半导体设备(上海)股份有限公司,20516305.0,7.2969,7.2969,0.0,一般企业
688072.SH,20260428,20251231,香港中央结算有限公司,7630905.0,2.714,2.714,2510397.0,一般企业
688072.SH,20260428,20251231,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,6588342.0,2.3432,2.3432,1686840.0,开放式投资基金
688072.SH,20260428,20251231,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,6168556.0,2.1939,2.1939,1086965.0,开放式投资基金
688072.SH,20260428,20251231,中国科学院沈阳科学仪器股份有限公司,4285398.0,1.5241,1.5242,0.0,一般企业
688072.SH,20260428,20251231,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,3834971.0,1.3639,1.364,659274.0,开放式投资基金
688072.SH,20260428,20251231,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,2189055.0,0.7785,0.7786,,开放式投资基金
688072.SH,20260428,20251231,CHIANGCHIEN(姜谦),2574626.0,0.9157,0.9157,,自然人
688072.SH,20251031,20250930,国家集成电路产业投资基金股份有限公司,55026693.0,19.6714,19.6714,0.0,风险投资公司
688072.SH,20251031,20250930,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),37888000.0,13.5445,13.5445,0.0,风险投资公司
