ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
300316.SZ,20260428,20260331,绍兴上虞晶盛投资管理咨询有限公司,620635522.0,47.3936,50.3944,0.0,投资公司
300316.SZ,20260428,20260331,香港中央结算有限公司,30230826.0,2.3085,2.4547,-14127634.0,一般企业
300316.SZ,20260428,20260331,中国太平洋人寿保险股份有限公司-分红-个人分红,16066637.0,1.2269,1.3046,-624795.0,保险投资组合
300316.SZ,20260428,20260331,邱敏秀,9543105.0,0.7287,0.7749,0.0,自然人
300316.SZ,20260428,20260331,曹建伟,8896817.0,0.6794,0.7224,0.0,自然人
300316.SZ,20260428,20260331,浙江大晶创业投资有限公司,7725000.0,0.5899,0.6273,0.0,风险投资公司
300316.SZ,20260428,20260331,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,7453481.0,0.5692,0.6052,-256200.0,开放式投资基金
300316.SZ,20260428,20260331,中国太平洋人寿保险股份有限公司-传统-普通保险产品,6405317.0,0.4891,0.5201,,保险投资组合
300316.SZ,20260428,20260331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,5956923.0,0.4549,0.4837,-5706934.0,开放式投资基金
300316.SZ,20260428,20260331,景顺长城基金-中国人寿保险股份有限公司-分红险-景顺长城基金国寿股份成长股票型组合单一资产管理计划(可供出售),5823141.0,0.4447,0.4728,,基金专户理财
300316.SZ,20260411,20251231,绍兴上虞晶盛投资管理咨询有限公司,620635522.0,47.3936,50.3944,0.0,投资公司
300316.SZ,20260411,20251231,香港中央结算有限公司,44358460.0,3.3873,3.6018,1871828.0,一般企业
300316.SZ,20260411,20251231,中国太平洋人寿保险股份有限公司-分红-个人分红,16691432.0,1.2746,1.3553,987400.0,保险投资组合
300316.SZ,20260411,20251231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,11663857.0,0.8907,0.9471,-1447985.0,开放式投资基金
300316.SZ,20260411,20251231,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,10890695.0,0.8316,0.8843,-323100.0,开放式投资基金
300316.SZ,20260411,20251231,邱敏秀,9543105.0,0.7287,0.7749,0.0,自然人
300316.SZ,20260411,20251231,曹建伟,8896817.0,0.6794,0.7224,0.0,自然人
300316.SZ,20260411,20251231,浙江大晶创业投资有限公司,7725000.0,0.5899,0.6273,0.0,风险投资公司
300316.SZ,20260411,20251231,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,7716740.0,0.5893,0.6266,-341260.0,开放式投资基金
300316.SZ,20260411,20251231,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,7709681.0,0.5887,0.626,-149500.0,开放式投资基金
