ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
300394.SZ,20260421,20260331,香港中央结算有限公司,55301042.0,7.1134,7.1278,27609105.0,一般企业
300394.SZ,20260421,20260331,苏州天孚仁和投资管理有限公司,291989059.0,37.5589,37.6346,0.0,投资公司
300394.SZ,20260421,20260331,上海聚鸣投资管理有限公司-聚鸣瑞仪私募证券投资基金,3791240.0,0.4877,0.4887,,其他金融产品
300394.SZ,20260421,20260331,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,3767283.0,0.4846,0.4856,-3899000.0,开放式投资基金
300394.SZ,20260421,20260331,上海松熙私募基金管理合伙企业(有限合伙)-松熙长阳私募证券投资基金,3513783.0,0.452,0.4529,,其他金融产品
300394.SZ,20260421,20260331,江苏银行股份有限公司-中航机遇领航混合型发起式证券投资基金,3896800.0,0.5013,0.5023,-3211599.0,开放式投资基金
300394.SZ,20260421,20260331,朱国栋,54322627.0,6.9876,7.0017,0.0,自然人
300394.SZ,20260421,20260331,MORGANSTANLEY&CO.INTERNATIONALPLC.,8103402.0,1.0424,1.0445,,一般企业
300394.SZ,20260421,20260331,UBSAG,4193485.0,0.5394,0.5405,,金融机构—银行
300394.SZ,20260421,20260331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,4307980.0,0.5541,0.5553,-4338370.0,开放式投资基金
300394.SZ,20260408,20251231,苏州天孚仁和投资管理有限公司,291989059.0,37.5589,37.6346,-3011000.0,投资公司
300394.SZ,20260408,20251231,朱国栋,54322627.0,6.9876,7.0017,0.0,自然人
300394.SZ,20260408,20251231,香港中央结算有限公司,27691937.0,3.562,3.5692,12891962.0,一般企业
300394.SZ,20260408,20251231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,8646350.0,1.1122,1.1144,-984963.0,开放式投资基金
300394.SZ,20260408,20251231,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,7666283.0,0.9861,0.9881,-272600.0,开放式投资基金
300394.SZ,20260408,20251231,江苏银行股份有限公司-中航机遇领航混合型发起式证券投资基金,7108399.0,0.9144,0.9162,132579.0,开放式投资基金
300394.SZ,20260408,20251231,平安银行股份有限公司-永赢科技智选混合型发起式证券投资基金,6521978.0,0.8389,0.8406,358111.0,开放式投资基金
300394.SZ,20260408,20251231,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,5660424.0,0.7281,0.7296,-335744.0,开放式投资基金
300394.SZ,20260408,20251231,中国工商银行股份有限公司-华夏沪深300交易型开放式指数证券投资基金,4192859.0,0.5393,0.5404,-91200.0,开放式投资基金
300394.SZ,20260408,20251231,中国银行股份有限公司-嘉实沪深300交易型开放式指数证券投资基金,3620927.0,0.4658,0.4667,,开放式投资基金
300394.SZ,20251030,20250930,朱国栋,54322627.0,6.9876,7.0017,-9900000.0,自然人
300394.SZ,20251030,20250930,招商银行股份有限公司-中欧数字经济混合型发起式证券投资基金,3925937.0,0.505,0.506,,开放式投资基金
300394.SZ,20251030,20250930,中国工商银行股份有限公司-华夏沪深300交易型开放式指数证券投资基金,4284059.0,0.5511,0.5522,-57000.0,开放式投资基金
300394.SZ,20251030,20250930,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,5996168.0,0.7713,0.7728,77640.0,开放式投资基金
300394.SZ,20251030,20250930,江苏银行股份有限公司-中航机遇领航混合型发起式证券投资基金,6975820.0,0.8973,0.8991,,开放式投资基金
300394.SZ,20251030,20250930,香港中央结算有限公司,14799975.0,1.9037,1.9076,-3170017.0,一般企业
300394.SZ,20251030,20250930,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,7938883.0,1.0212,1.0232,-401200.0,开放式投资基金
300394.SZ,20251030,20250930,平安银行股份有限公司-永赢科技智选混合型发起式证券投资基金,6163867.0,0.7929,0.7945,,开放式投资基金
300394.SZ,20251030,20250930,苏州天孚仁和投资管理有限公司,295000059.0,37.9462,38.0227,0.0,投资公司
300394.SZ,20251030,20250930,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,9631313.0,1.2389,1.2414,-1140362.0,开放式投资基金
300394.SZ,20250424,20250331,中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,3373443.0,0.609,0.6103,0.0,开放式投资基金
300394.SZ,20250424,20250331,中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金,3096192.0,0.5589,0.5601,-396820.0,开放式投资基金
300394.SZ,20250424,20250331,中国工商银行股份有限公司-华夏沪深300交易型开放式指数证券投资基金,2575571.0,0.4649,0.4659,,开放式投资基金
300394.SZ,20250424,20250331,中国银行股份有限公司-嘉实沪深300交易型开放式指数证券投资基金,2399093.0,0.4331,0.434,,开放式投资基金
300394.SZ,20250424,20250331,苏州天孚仁和投资管理有限公司,210714328.0,38.037,38.1205,0.0,投资公司
300394.SZ,20250424,20250331,朱国栋,45873305.0,8.2808,8.299,-3451200.0,自然人
300394.SZ,20250424,20250331,香港中央结算有限公司,9576325.0,1.7287,1.7325,-6838143.0,一般企业
300394.SZ,20250424,20250331,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,7760652.0,1.4009,1.404,-614032.0,开放式投资基金
300394.SZ,20250424,20250331,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,5410262.0,0.9766,0.9788,-14700.0,开放式投资基金
300394.SZ,20250424,20250331,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,3799477.0,0.6859,0.6874,-147900.0,开放式投资基金
300394.SZ,20250421,20241231,苏州天孚仁和投资管理有限公司,210714328.0,38.037,38.1205,0.0,投资公司
300394.SZ,20250421,20241231,朱国栋,49324505.0,8.9038,8.9233,0.0,自然人
300394.SZ,20250421,20241231,香港中央结算有限公司,16414468.0,2.963,2.9696,2743906.0,一般企业
300394.SZ,20250421,20241231,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,8374684.0,1.5118,1.5151,-39380.0,开放式投资基金
300394.SZ,20250421,20241231,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,5424962.0,0.9793,0.9814,,开放式投资基金
300394.SZ,20250421,20241231,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,3947377.0,0.7126,0.7141,,开放式投资基金
300394.SZ,20250421,20241231,平安银行股份有限公司-东吴移动互联灵活配置混合型证券投资基金,3620000.0,0.6535,0.6549,263829.0,开放式投资基金
300394.SZ,20250421,20241231,中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金,3493012.0,0.6305,0.6319,851790.0,开放式投资基金
300394.SZ,20250421,20241231,中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,3373443.0,0.609,0.6103,768960.0,开放式投资基金
300394.SZ,20250421,20241231,交通银行股份有限公司-南方成长先锋混合型证券投资基金,2714115.0,0.4899,0.491,,开放式投资基金
