ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
688361.SH,20260429,20260331,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),27267193.0,7.7869,10.9819,-1789967.0,风险投资公司
688361.SH,20260429,20260331,中国科学院微电子研究所,9604106.0,2.7427,3.8681,-374965.0,院校—研究院
688361.SH,20260429,20260331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,7264898.0,2.0747,2.926,,开放式投资基金
688361.SH,20260429,20260331,深圳市创新投资集团有限公司,6602784.0,1.8856,2.6593,-2327143.0,投资公司
688361.SH,20260429,20260331,中国农业银行股份有限公司-东方人工智能主题混合型证券投资基金,6316830.0,1.8039,2.5441,,开放式投资基金
688361.SH,20260429,20260331,广东红土创业投资管理有限公司-深圳市人才创新创业一号股权投资基金(有限合伙),6233466.0,1.7801,2.5105,-2104333.0,风险投资公司
688361.SH,20260429,20260331,海南岭南晟业创业投资有限公司,5714000.0,1.6318,2.3013,-504000.0,风险投资公司
688361.SH,20260429,20260331,中国工商银行股份有限公司-诺安成长混合型证券投资基金,5341301.0,1.5253,2.1512,-2951535.0,开放式投资基金
688361.SH,20260429,20260331,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,4788975.0,1.3676,1.9288,,开放式投资基金
688361.SH,20260429,20260331,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,4670108.0,1.3336,1.8809,813256.0,保险投资组合
688361.SH,20260425,20251231,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,3856852.0,1.1014,1.5534,-1787908.0,保险投资组合
688361.SH,20260425,20251231,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),29057160.0,8.2981,11.7029,-1202607.0,风险投资公司
688361.SH,20260425,20251231,中国科学院微电子研究所,9979071.0,2.8498,4.0191,-194970.0,院校—研究院
688361.SH,20260425,20251231,深圳市创新投资集团有限公司,8929927.0,2.5502,3.5966,0.0,投资公司
